Vocabulary,Model,Accuracy,F1_macro,TrainTime_s,TestTime_s,ModelSize_KB,NumFeatures,TFIDF_TrainTime_s,TFIDF_TestTime_s
5000,ComplementNB,0.7666963490650045,0.466371029365366,0.015770912170410156,0.003215789794921875,3634.6787109375,5000,0.4748868942260742,0.1118476390838623
5000,GradientBoosting,0.7720391807658059,0.5806578657431917,852.6814699172974,0.1375257968902588,4343.6640625,5000,0.4748868942260742,0.1118476390838623
5000,Voting,0.8023152270703473,0.5778533297248069,9.809025526046753,0.04204225540161133,14399.92578125,5000,0.4748868942260742,0.1118476390838623
